MGE_Type	Element_Type	CrossedLineage	CrossedName
IS	ISBad1	Phylum	Firmicutes
IS	ISBam2	Class	Betaproteobacteria
IS	ISBam4	Class	Betaproteobacteria
IS	ISBaov1	Phylum	Bacteroidetes
IS	ISBaov2	Phylum	Bacteroidetes;Proteobacteria
IS	ISBas1	Phylum	Bacteroidetes
IS	ISBbi1	Phylum	Bacteroidetes;Firmicutes
IS	ISBce1	Phylum	Firmicutes
IS	ISBce11	Phylum	Firmicutes
IS	ISBce14	Phylum	Firmicutes
IS	ISBce15	Phylum	Firmicutes
IS	ISBce16	Phylum	Firmicutes
IS	ISBce17	Phylum	Firmicutes
IS	ISBce18	Phylum	Firmicutes
IS	ISBce19	Phylum	Firmicutes
IS	ISBce2	Phylum	Firmicutes;Proteobacteria
IS	ISBce22	Phylum	Firmicutes
IS	ISBce3	Phylum	Firmicutes
IS	ISBce4	Phylum	Firmicutes
IS	ISBce5	Phylum	Firmicutes
IS	ISBce7	Phylum	Firmicutes
IS	ISBce9	Phylum	Firmicutes
IS	ISBcen10	Class	Betaproteobacteria
IS	ISBcen13	Class	Betaproteobacteria
IS	ISBcen14	Class	Betaproteobacteria
IS	ISBcen15	Class	Betaproteobacteria
IS	ISBcen18	Phylum	Proteobacteria;Firmicutes
IS	ISBcen19	Class	Betaproteobacteria
IS	ISBcen20	Phylum	Proteobacteria;Firmicutes
IS	ISBcen21	Class	Betaproteobacteria
IS	ISBcen22	Class	Betaproteobacteria
IS	ISBcen23	Class	Betaproteobacteria
IS	ISBcen24	Class	Betaproteobacteria
IS	ISBcen26	Class	Betaproteobacteria
IS	ISBcen27	Class	Betaproteobacteria
IS	ISBcen28	Class	Betaproteobacteria
IS	ISBcen6	Class	Betaproteobacteria
IS	ISBcen7	Class	Betaproteobacteria
IS	ISBcen8	Class	Betaproteobacteria
IS	ISBcen9	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISBdo1	Class	Betaproteobacteria
IS	ISBf1	Phylum	Bacteroidetes
IS	ISBf10	Phylum	Bacteroidetes;Proteobacteria;Firmicutes
IS	ISBf11	Phylum	Bacteroidetes
IS	ISBf12	Phylum	Bacteroidetes;Bacteroidota
IS	ISBf13	Phylum	Bacteroidetes
IS	ISBf2	Phylum	Bacteroidetes
IS	ISBf3	Phylum	Bacteroidetes;Proteobacteria
IS	ISBf4	Phylum	Bacteroidetes
IS	ISBf5	Phylum	Bacteroidetes
IS	ISBf6	Phylum	Bacteroidetes
IS	ISBf8	Phylum	Bacteroidetes;Proteobacteria;Bacteroidota
IS	ISBfi1	Phylum	Bacteroidetes
IS	ISBlo1	Phylum	Bacteroidetes;Firmicutes
IS	ISBlo16	Phylum	Firmicutes
IS	ISBlo17	Phylum	Bacteroidetes
IS	ISBlo2	Phylum	Bacteroidetes;Firmicutes
IS	ISBlo4	Phylum	Bacteroidetes;Firmicutes
IS	ISBlo7	Phylum	Firmicutes
IS	ISBm2	Class	Alphaproteobacteria
IS	ISBm3	Class	Alphaproteobacteria
IS	ISBma1	Class	Betaproteobacteria
IS	ISBma2	Class	Betaproteobacteria
IS	ISBma3	Class	Betaproteobacteria
IS	ISBmu1	Phylum	Proteobacteria;Firmicutes
IS	ISBmu11	Class	Betaproteobacteria
IS	ISBmu2	Phylum	Firmicutes;Proteobacteria
IS	ISBmu20	Class	Betaproteobacteria
IS	ISBmu21	Class	Betaproteobacteria
IS	ISBmu23	Phylum	Proteobacteria;Firmicutes
IS	ISBmu27	Class	Betaproteobacteria
IS	ISBmu3	Class	Betaproteobacteria
IS	ISBmu30	Class	Betaproteobacteria
IS	ISBmu4	Phylum	Firmicutes;Proteobacteria
IS	ISBmu6	Class	Betaproteobacteria
IS	ISBmu7	Class	Betaproteobacteria
IS	ISBmu8	Class	Betaproteobacteria
IS	ISBp1	Class	Betaproteobacteria
IS	ISBph1	Class	Betaproteobacteria
IS	ISBps1	Class	Betaproteobacteria
IS	ISBps2	Class	Betaproteobacteria
IS	ISBps3	Class	Betaproteobacteria
IS	ISBpu1	Phylum	Firmicutes;Actinobacteria
IS	ISBrsa1	Genus	Escherichia
IS	ISBsp6	Phylum	Firmicutes
IS	ISBsp8	Phylum	Firmicutes
IS	ISBst1	Phylum	Firmicutes
IS	ISBst12	Phylum	Firmicutes
IS	ISBsu1	Phylum	Firmicutes;Actinobacteria
IS	ISBsu2	Phylum	Firmicutes;Actinobacteria
IS	ISBsu3	Phylum	Firmicutes
IS	ISBt1	Phylum	Firmicutes
IS	ISBt2	Phylum	Firmicutes;Proteobacteria
IS	ISBt3	Class	Betaproteobacteria
IS	ISBth10	Phylum	Firmicutes
IS	ISBth13	Phylum	Firmicutes
IS	ISBth14	Phylum	Firmicutes
IS	ISBth15	Phylum	Firmicutes
IS	ISBth16	Phylum	Firmicutes
IS	ISBth165	Phylum	Firmicutes
IS	ISBth166	Phylum	Firmicutes
IS	ISBth167	Phylum	Firmicutes
IS	ISBth17	Phylum	Firmicutes
IS	ISBth18	Phylum	Firmicutes
IS	ISBth20	Phylum	Firmicutes
IS	ISBth21	Phylum	Firmicutes
IS	ISBth4	Phylum	Firmicutes
IS	ISBth5	Phylum	Firmicutes
IS	ISBth6	Phylum	Firmicutes
IS	ISBth7	Phylum	Firmicutes
IS	ISBth8	Phylum	Firmicutes
IS	ISBthe1	Phylum	Bacteroidetes;Proteobacteria;Firmicutes
IS	ISBthe2	Phylum	Bacteroidetes;Firmicutes
IS	ISBthe3	Phylum	Bacteroidetes;Proteobacteria
IS	ISBthe4	Phylum	Bacteroidetes
IS	ISBthe5	Phylum	Bacteroidetes
IS	ISBthe6	Phylum	Bacteroidetes;Proteobacteria
IS	ISBuba1	Genus	Escherichia
IS	ISBuce1	Class	Betaproteobacteria
IS	ISBugl1	Class	Betaproteobacteria
IS	ISBugl2	Class	Betaproteobacteria
IS	ISBugl3	Class	Betaproteobacteria
IS	ISBugl4	Class	Betaproteobacteria
IS	ISBuph1	Class	Betaproteobacteria
IS	ISBusp1	Class	Betaproteobacteria
IS	ISButh1	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISButh2	Class	Betaproteobacteria
IS	ISButh3	Class	Betaproteobacteria
IS	ISButh4	Class	Betaproteobacteria
IS	ISButh5	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISButh6	Class	Betaproteobacteria
IS	ISButh7	Class	Betaproteobacteria
IS	ISBvi1	Class	Betaproteobacteria
IS	ISBvi2	Class	Betaproteobacteria
IS	ISBvi3	Class	Betaproteobacteria
IS	ISBvi4	Class	Betaproteobacteria
IS	ISBvi5	Class	Betaproteobacteria
IS	ISBvi6	Class	Betaproteobacteria
IS	ISBvi7	Class	Betaproteobacteria
IS	ISBvi8	Class	Betaproteobacteria
IS	ISBvu1	Phylum	Bacteroidetes;Proteobacteria
IS	ISBvu2	Phylum	Bacteroidetes
IS	ISBvu3	Phylum	Bacteroidetes
IS	ISBvu4	Phylum	Bacteroidetes;Proteobacteria
IS	ISBwe2	Phylum	Firmicutes
IS	ISBwe3	Phylum	Firmicutes
IS	ISBxe1	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISC1041	Order	Moraxellales
IS	ISCaje1	Class	Epsilonproteobacteria
IS	ISCaje5	Class	Epsilonproteobacteria
IS	ISCaje6	Class	Epsilonproteobacteria
IS	ISCaq1	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISCaq2	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISCau1	Phylum	Actinobacteria
IS	ISCbt3	Phylum	Firmicutes
IS	ISCbu1	Order	Legionellales
IS	ISCc3	Phylum	Proteobacteria;Firmicutes
IS	ISCco1	Class	Epsilonproteobacteria
IS	ISCco3	Class	Epsilonproteobacteria
IS	ISCco4	Class	Epsilonproteobacteria
IS	ISCco5	Class	Epsilonproteobacteria
IS	ISCco7	Class	Epsilonproteobacteria
IS	ISCef5	Phylum	Actinobacteria
IS	ISCfe1	Class	Epsilonproteobacteria;Gammaproteobacteria
IS	ISCfr1	Phylum	Proteobacteria;Firmicutes
IS	ISCfr12	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Salmonella
IS	ISCfr13	Family	Enterobacteriaceae;Yersiniaceae
IS	ISCfr14	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Salmonella
IS	ISCfr25	Order	Aeromonadales;Enterobacterales
IS	ISCfr26	Phylum	Proteobacteria;Firmicutes
IS	ISCfr27	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Salmonella
IS	ISCfr3	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Salmonella
IS	ISCfr4	Phylum	Proteobacteria;Firmicutes
IS	ISCfr6	Family	Enterobacteriaceae;Yersiniaceae
IS	ISCfr8	Order	Moraxellales;Aeromonadales;Enterobacterales
IS	ISCge1	Phylum	Actinobacteria
IS	ISCgl1	Phylum	Proteobacteria;Actinobacteria
IS	ISCgl2	Phylum	Actinobacteria
IS	ISChh1	Class	Epsilonproteobacteria;Gammaproteobacteria
IS	ISChja1	Order	Enterobacterales;Pseudomonadales
IS	ISCje1	Phylum	Actinobacteria
IS	ISCji1	Order	Pseudomonadales;Enterobacterales
IS	ISCku8	Genus	Escherichia
IS	ISClbu1	Genus	Klebsiella
IS	ISClbu2	Genus	Klebsiella
IS	ISClsp3	Phylum	Firmicutes
IS	ISClsp5	Phylum	Firmicutes
IS	ISClte1	Phylum	Firmicutes
IS	ISClte2	Phylum	Firmicutes
IS	ISClte3	Phylum	Firmicutes
IS	ISCod1	Phylum	Actinobacteria
IS	ISCod2	Phylum	Actinobacteria
IS	ISCp1	Phylum	Firmicutes
IS	ISCpe2	Phylum	Firmicutes
IS	ISCpe3	Phylum	Firmicutes
IS	ISCpe4	Phylum	Firmicutes
IS	ISCpe5	Phylum	Firmicutes
IS	ISCpe6	Phylum	Firmicutes
IS	ISCpe7	Phylum	Firmicutes;Proteobacteria
IS	ISCre1	Phylum	Actinobacteria
IS	ISCre2	Phylum	Actinobacteria
IS	ISCro1	Phylum	Proteobacteria;Firmicutes
IS	ISCro2	Genus	Citrobacter;Enterobacter;Klebsiella;Salmonella
IS	ISCro3	Genus	Escherichia;Shigella
IS	ISCrsa1	Genus	Citrobacter;Cronobacter;Enterobacter;Escherichia;Klebsiella;Salmonella;Shigella
IS	ISCte4	Order	Pseudomonadales
IS	ISCte5	Class	Alphaproteobacteria
IS	ISCte8	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISCx1	Phylum	Actinobacteria;Actinomycetota;Firmicutes
IS	ISDisp1	Order	Pseudomonadales
IS	ISDlsp1	Order	Pseudomonadales
IS	ISEae1	Genus	Enterobacter;Escherichia;Klebsiella
IS	ISEae2	Genus	Enterobacter;Escherichia
IS	ISEal1	Genus	Escherichia;Klebsiella
IS	ISEam1	Phylum	Proteobacteria;Firmicutes
IS	ISEas1	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella
IS	ISEc1	Order	Moraxellales;Enterobacterales;Pseudomonadales
IS	ISEc10	Phylum	Proteobacteria;Firmicutes
IS	ISEc11	Genus	Escherichia;Salmonella;Shigella
IS	ISEc12	Phylum	Proteobacteria;Firmicutes
IS	ISEc13	Genus	Escherichia;Klebsiella;Salmonella;Shigella
IS	ISEc14	Family	Enterobacteriaceae;Yersiniaceae
IS	ISEc15	Phylum	Proteobacteria;Firmicutes
IS	ISEc16	Genus	Escherichia;Klebsiella;Salmonella;Shigella
IS	ISEc17	Phylum	Proteobacteria;Firmicutes
IS	ISEc18	Phylum	Proteobacteria;Firmicutes
IS	ISEc19	Genus	Citrobacter;Enterobacter;Escherichia;Salmonella;Shigella
IS	ISEc20	Genus	Escherichia;Salmonella;Shigella
IS	ISEc21	Family	Enterobacteriaceae;Morganellaceae
IS	ISEc22	Genus	Citrobacter;Cronobacter;Enterobacter;Escherichia;Klebsiella;Salmonella;Shigella
IS	ISEc23	Phylum	Bacteroidetes;Proteobacteria;Firmicutes
IS	ISEc24	Genus	Escherichia;Shigella
IS	ISEc25	Genus	Escherichia;Klebsiella;Salmonella;Shigella
IS	ISEc26	Phylum	Proteobacteria;Firmicutes
IS	ISEc27	Family	Enterobacteriaceae;Yersiniaceae
IS	ISEc28	Order	Moraxellales;Aeromonadales;Enterobacterales;Pseudomonadales;Vibrionales
IS	ISEc29	Order	Moraxellales;Enterobacterales;Pseudomonadales;Vibrionales
IS	ISEc30	Phylum	Proteobacteria;Firmicutes
IS	ISEc31	Order	Enterobacterales;Vibrionales
IS	ISEc32	Genus	Escherichia;Klebsiella;Salmonella;Shigella
IS	ISEc33	Phylum	Proteobacteria;Firmicutes
IS	ISEc35	Order	Aeromonadales;Enterobacterales;Pseudomonadales;Vibrionales
IS	ISEc36	Phylum	Proteobacteria;Firmicutes
IS	ISEc37	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Salmonella;Shigella
IS	ISEc38	Class	Epsilonproteobacteria;Gammaproteobacteria
IS	ISEc39	Genus	Escherichia;Klebsiella;Salmonella;Shigella
IS	ISEc40	Genus	Escherichia;Klebsiella;Salmonella;Shigella
IS	ISEc41	Genus	Escherichia;Shigella
IS	ISEc42	Family	Enterobacteriaceae;Erwiniaceae;Yersiniaceae
IS	ISEc43	Genus	Escherichia;Klebsiella;Salmonella;Shigella
IS	ISEc44	Genus	Escherichia
IS	ISEc45	Phylum	Proteobacteria;Firmicutes
IS	ISEc46	Family	Enterobacteriaceae;Morganellaceae;Yersiniaceae
IS	ISEc47	Genus	Citrobacter;Escherichia;Klebsiella;Salmonella;Shigella
IS	ISEc48	Phylum	Proteobacteria;Firmicutes
IS	ISEc49	Phylum	Proteobacteria;Firmicutes
IS	ISEc5	Genus	Escherichia;Shigella
IS	ISEc51	Genus	Escherichia;Klebsiella;Salmonella;Shigella
IS	ISEc52	Phylum	Proteobacteria;Firmicutes
IS	ISEc53	Order	Moraxellales;Enterobacterales
IS	ISEc57	Order	Moraxellales;Enterobacterales
IS	ISEc58	Class	Gammaproteobacteria;Betaproteobacteria
IS	ISEc59	Phylum	Proteobacteria;Firmicutes
IS	ISEc60	Genus	Escherichia;Klebsiella;Shigella
IS	ISEc61	Order	Moraxellales;Enterobacterales
IS	ISEc62	Order	Enterobacterales;Vibrionales
IS	ISEc63	Family	Enterobacteriaceae;Morganellaceae
IS	ISEc68	Order	Enterobacterales;Vibrionales
IS	ISEc70	Order	Aeromonadales;Enterobacterales;Pseudomonadales
IS	ISEc75	Family	Enterobacteriaceae;Morganellaceae
IS	ISEc78	Order	Enterobacterales;Pseudomonadales
IS	ISEc8	Genus	Citrobacter;Cronobacter;Enterobacter;Escherichia;Klebsiella;Salmonella;Shigella
IS	ISEc81	Genus	Enterobacter;Escherichia;Klebsiella;Shigella
IS	ISEc83	Genus	Escherichia;Klebsiella;Salmonella;Shigella
IS	ISEc86	Family	Enterobacteriaceae;Yersiniaceae
IS	ISEc88	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISEc9	Phylum	Proteobacteria;Firmicutes
IS	ISEcB1	Phylum	Proteobacteria;Firmicutes
IS	ISEca11	Family	Yersiniaceae
IS	ISEch12	Phylum	Proteobacteria;Firmicutes
IS	ISEch13	Family	Enterobacteriaceae;Yersiniaceae
IS	ISEch5	Family	Yersiniaceae
IS	ISEch7	Family	Enterobacteriaceae;Erwiniaceae;Yersiniaceae
IS	ISEcl1	Phylum	Proteobacteria;Firmicutes
IS	ISEcl10	Order	Enterobacterales;Pseudomonadales
IS	ISEcl3	Genus	Enterobacter;Salmonella
IS	ISEcl6	Genus	Enterobacter;Klebsiella;Shigella
IS	ISEcl7	Genus	Enterobacter;Klebsiella
IS	ISEcl8	Order	Aeromonadales;Enterobacterales
IS	ISEco1	Class	Betaproteobacteria
IS	ISEco2	Class	Betaproteobacteria
IS	ISEf1	Phylum	Proteobacteria;Firmicutes
IS	ISEfa10	Phylum	Firmicutes;Proteobacteria
IS	ISEfa11	Phylum	Proteobacteria;Firmicutes
IS	ISEfa12	Phylum	Firmicutes;Proteobacteria
IS	ISEfa13	Phylum	Firmicutes;Proteobacteria
IS	ISEfa15	Phylum	Firmicutes
IS	ISEfa16	Phylum	Firmicutes
IS	ISEfa17	Phylum	Firmicutes;Proteobacteria
IS	ISEfa18	Phylum	Proteobacteria;Firmicutes
IS	ISEfa4	Phylum	Proteobacteria;Firmicutes
IS	ISEfa5	Phylum	Proteobacteria;Firmicutes
IS	ISEfa7	Phylum	Proteobacteria;Firmicutes
IS	ISEfa8	Phylum	Firmicutes;Proteobacteria
IS	ISEfa9	Phylum	Firmicutes
IS	ISEfm1	Phylum	Proteobacteria;Bacteroidetes;Firmicutes
IS	ISEfm2	Phylum	Firmicutes;Proteobacteria
IS	ISEhe3	Phylum	Firmicutes;Proteobacteria
IS	ISEhe4	Family	Enterobacteriaceae;Erwiniaceae
IS	ISEhe5	Species	Salmonella_enterica
IS	ISEic1	Genus	Plesiomonas
IS	ISEic2	Family	Enterobacteriaceae;Hafniaceae;Erwiniaceae
IS	ISEle1	Phylum	Firmicutes;Proteobacteria
IS	ISEnca1	Phylum	Firmicutes;Proteobacteria
IS	ISEnfa1	Phylum	Firmicutes;Proteobacteria
IS	ISEnfa110	Phylum	Firmicutes
IS	ISEnfa2	Phylum	Firmicutes
IS	ISEnfa200	Phylum	Firmicutes
IS	ISEnfa3	Phylum	Proteobacteria;Firmicutes
IS	ISEnfa364	Phylum	Firmicutes;Proteobacteria
IS	ISEnfa4	Phylum	Proteobacteria;Firmicutes
IS	ISEnfa5	Phylum	Firmicutes
IS	ISEnfa7	Phylum	Firmicutes
IS	ISErh1	Phylum	Firmicutes
IS	ISErh2	Phylum	Firmicutes
IS	ISErh4	Phylum	Firmicutes
IS	ISErh6	Phylum	Firmicutes
IS	ISErsp1	Order	Enterobacterales;Vibrionales
IS	ISEsa1	Phylum	Proteobacteria;Actinobacteria
IS	ISEsa2	Phylum	Proteobacteria;Actinobacteria
IS	ISEsp1	Phylum	Proteobacteria;Firmicutes
IS	ISFn1	Phylum	Fusobacteria
IS	ISFnu1	Phylum	Fusobacteria
IS	ISFnu3	Phylum	Fusobacteria
IS	ISFnu4	Phylum	Fusobacteria
IS	ISFnu5	Phylum	Fusobacteria
IS	ISFnu6	Phylum	Fusobacteria
IS	ISFnu7	Phylum	Fusobacteria
IS	ISFnu8	Phylum	Fusobacteria
IS	ISFnu9	Phylum	Fusobacteria
IS	ISFtu1	Order	Thiotrichales
IS	ISFtu2	Order	Enterobacterales;Thiotrichales
IS	ISFtu3	Order	Thiotrichales
IS	ISFtu4	Order	Thiotrichales
IS	ISFtu5	Order	Thiotrichales
IS	ISFtu6	Order	Thiotrichales
IS	ISFtu7	Order	Thiotrichales
IS	ISGasp1	Genus	Citrobacter
IS	ISGsp2	Phylum	Firmicutes
IS	ISGsp3	Phylum	Firmicutes
IS	ISGst1	Class	Epsilonproteobacteria
IS	ISGva2	Phylum	Actinobacteria
IS	ISH2	Class	Epsilonproteobacteria
IS	ISHin1	Order	Pasteurellales
IS	ISHp608	Class	Epsilonproteobacteria
IS	ISHuha1	Phylum	Firmicutes
IS	ISIde1	Order	Aeromonadales
IS	ISJp4	Order	Pseudomonadales
IS	ISKde1	Class	Betaproteobacteria
IS	ISKki2	Class	Gammaproteobacteria;Betaproteobacteria
IS	ISKmi1	Order	Aeromonadales;Enterobacterales;Pseudomonadales
IS	ISKmi2	Genus	Escherichia;Klebsiella;Salmonella
IS	ISKne1	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISKor1	Class	Betaproteobacteria
IS	ISKox1	Phylum	Proteobacteria;Firmicutes
IS	ISKox2	Order	Moraxellales;Aeromonadales;Enterobacterales;Pseudomonadales
IS	ISKox3	Phylum	Firmicutes;Proteobacteria
IS	ISKpn1	Order	Moraxellales;Enterobacterales;Pseudomonadales
IS	ISKpn10	Order	Aeromonadales;Enterobacterales
IS	ISKpn11	Order	Moraxellales;Enterobacterales;Pseudomonadales;Vibrionales
IS	ISKpn12	Order	Moraxellales;Enterobacterales;Pseudomonadales;Vibrionales
IS	ISKpn13	Order	Moraxellales;Aeromonadales;Enterobacterales;Pasteurellales;Pseudomonadales;Vibrionales
IS	ISKpn14	Phylum	Proteobacteria;Tenericutes
IS	ISKpn15	Order	Aeromonadales;Enterobacterales
IS	ISKpn18	Order	Moraxellales;Enterobacterales;Pseudomonadales
IS	ISKpn19	Order	Moraxellales;Enterobacterales
IS	ISKpn2	Phylum	Proteobacteria;Firmicutes
IS	ISKpn20	Family	Enterobacteriaceae;Morganellaceae
IS	ISKpn21	Family	Enterobacteriaceae;Morganellaceae;Yersiniaceae
IS	ISKpn23	Class	Betaproteobacteria;Gammaproteobacteria;Alphaproteobacteria
IS	ISKpn24	Phylum	Proteobacteria;Firmicutes
IS	ISKpn25	Order	Moraxellales;Aeromonadales;Enterobacterales;Pseudomonadales;Vibrionales
IS	ISKpn26	Phylum	Proteobacteria;Firmicutes
IS	ISKpn27	Order	Aeromonadales;Enterobacterales;Pseudomonadales
IS	ISKpn28	Phylum	Proteobacteria;Firmicutes
IS	ISKpn3	Phylum	Proteobacteria;Firmicutes
IS	ISKpn31	Order	Enterobacterales;Pseudomonadales
IS	ISKpn33	Genus	Escherichia;Klebsiella
IS	ISKpn34	Family	Enterobacteriaceae;Erwiniaceae;Morganellaceae;Yersiniaceae
IS	ISKpn37	Family	Enterobacteriaceae;Hafniaceae;Yersiniaceae
IS	ISKpn38	Phylum	Proteobacteria;Firmicutes
IS	ISKpn4	Order	Enterobacterales;Pseudomonadales
IS	ISKpn40	Order	Aeromonadales;Enterobacterales
IS	ISKpn41	Family	Enterobacteriaceae;Morganellaceae
IS	ISKpn42	Phylum	Proteobacteria;Firmicutes
IS	ISKpn43	Phylum	Proteobacteria;Firmicutes
IS	ISKpn47	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Shigella
IS	ISKpn49	Genus	Escherichia;Klebsiella
IS	ISKpn50	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Salmonella
IS	ISKpn52	Family	Enterobacteriaceae;Morganellaceae
IS	ISKpn53	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Salmonella;Shigella
IS	ISKpn54	Family	Enterobacteriaceae;Yersiniaceae
IS	ISKpn6	Order	Moraxellales;Aeromonadales;Enterobacterales;Pseudomonadales
IS	ISKpn60	Family	Enterobacteriaceae;Morganellaceae;Yersiniaceae
IS	ISKpn63	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Salmonella
IS	ISKpn64	Genus	Klebsiella
IS	ISKpn65	Phylum	Proteobacteria;Firmicutes
IS	ISKpn66	Genus	Escherichia;Klebsiella;Salmonella
IS	ISKpn7	Order	Moraxellales;Aeromonadales;Enterobacterales;Pseudomonadales
IS	ISKpn71	Genus	Escherichia;Klebsiella
IS	ISKpn72	Phylum	Proteobacteria;Firmicutes;Fusobacteria
IS	ISKpn74	Phylum	Proteobacteria;Firmicutes
IS	ISKpn8	Phylum	Proteobacteria;Firmicutes
IS	ISKpn9	Order	Aeromonadales;Enterobacterales;Pseudomonadales
IS	ISKqu3	Family	Enterobacteriaceae;Yersiniaceae
IS	ISL1	Phylum	Firmicutes
IS	ISL5	Phylum	Firmicutes
IS	ISL6	Genus	Enterobacter
IS	ISLac1	Phylum	Firmicutes
IS	ISLad1	Class	Gammaproteobacteria;Epsilonproteobacteria
IS	ISLad2	Phylum	Proteobacteria;Firmicutes
IS	ISLad6	Phylum	Actinobacteria;Proteobacteria;Bacillota
IS	ISLasa2	Phylum	Firmicutes
IS	ISLbp1	Phylum	Spirochaetes
IS	ISLbp4	Phylum	Spirochaetes
IS	ISLbp6	Phylum	Spirochaetes
IS	ISLbp8	Phylum	Spirochaetes
IS	ISLca2	Phylum	Firmicutes
IS	ISLca3	Phylum	Firmicutes
IS	ISLca4	Phylum	Firmicutes
IS	ISLcr2	Phylum	Firmicutes
IS	ISLdl1	Phylum	Firmicutes
IS	ISLdl3	Phylum	Firmicutes
IS	ISLead2	Order	Aeromonadales;Enterobacterales;Vibrionales
IS	ISLead3	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Salmonella;Shigella
IS	ISLfr1	Phylum	Firmicutes
IS	ISLga1	Phylum	Firmicutes
IS	ISLgar1	Phylum	Firmicutes
IS	ISLgar2	Phylum	Firmicutes
IS	ISLgar3	Phylum	Firmicutes
IS	ISLgar4	Phylum	Firmicutes
IS	ISLgar5	Phylum	Proteobacteria;Firmicutes;Bacillota
IS	ISLgr1	Phylum	Firmicutes
IS	ISLh1	Phylum	Chlamydiae;Firmicutes
IS	ISLhe10	Phylum	Firmicutes
IS	ISLhe11	Phylum	Firmicutes
IS	ISLhe2	Phylum	Firmicutes
IS	ISLhe30	Phylum	Bacteroidetes;Firmicutes
IS	ISLhe5	Phylum	Firmicutes
IS	ISLhe6	Phylum	Firmicutes
IS	ISLhe63	Phylum	Firmicutes
IS	ISLhe65	Phylum	Firmicutes
IS	ISLhe7	Phylum	Firmicutes
IS	ISLin1	Phylum	Spirochaetes
IS	ISLin2	Phylum	Spirochaetes
IS	ISLiv1	Phylum	Firmicutes
IS	ISLiv2	Phylum	Firmicutes
IS	ISLiv3	Phylum	Firmicutes
IS	ISLiv4	Phylum	Firmicutes
IS	ISLla2	Phylum	Firmicutes
IS	ISLla3	Phylum	Firmicutes;Proteobacteria
IS	ISLll1	Phylum	Proteobacteria;Firmicutes;Actinobacteria
IS	ISLlo2	Order	Legionellales
IS	ISLlo3	Order	Legionellales
IS	ISLmo1	Phylum	Firmicutes
IS	ISLmo10	Phylum	Firmicutes
IS	ISLmo11	Phylum	Firmicutes
IS	ISLmo12	Phylum	Firmicutes
IS	ISLmo13	Phylum	Firmicutes
IS	ISLmo14	Phylum	Firmicutes;Proteobacteria
IS	ISLmo15	Phylum	Firmicutes
IS	ISLmo16	Phylum	Firmicutes
IS	ISLmo17	Phylum	Firmicutes
IS	ISLmo18	Phylum	Firmicutes;Proteobacteria
IS	ISLmo19	Phylum	Proteobacteria;Bacteroidetes;Firmicutes;Actinobacteria
IS	ISLmo20	Phylum	Firmicutes
IS	ISLmo21	Phylum	Firmicutes
IS	ISLmo3	Phylum	Firmicutes
IS	ISLmo4	Phylum	Firmicutes;Proteobacteria
IS	ISLmo5	Phylum	Firmicutes
IS	ISLmo6	Phylum	Firmicutes
IS	ISLmo7	Phylum	Firmicutes;Proteobacteria
IS	ISLmo8	Phylum	Firmicutes
IS	ISLmo9	Phylum	Firmicutes
IS	ISLpl1	Phylum	Firmicutes;Proteobacteria
IS	ISLpl2	Phylum	Firmicutes;Proteobacteria
IS	ISLpl3	Phylum	Firmicutes
IS	ISLpl4	Phylum	Firmicutes
IS	ISLpn1	Order	Legionellales
IS	ISLpn10	Order	Legionellales
IS	ISLpn11	Order	Legionellales
IS	ISLpn12	Order	Legionellales
IS	ISLpn13	Order	Legionellales
IS	ISLpn2	Order	Legionellales
IS	ISLpn3	Order	Legionellales
IS	ISLpn4	Order	Legionellales
IS	ISLpn5	Order	Legionellales
IS	ISLpn6	Order	Legionellales
IS	ISLpn7	Order	Legionellales
IS	ISLpn8	Order	Legionellales
IS	ISLpn9	Order	Legionellales
IS	ISLre2	Phylum	Firmicutes
IS	ISLrh2	Phylum	Proteobacteria;Firmicutes;Fusobacteria
IS	ISLrh3	Phylum	Firmicutes
IS	ISLrh4	Phylum	Firmicutes
IS	ISLrh5	Phylum	Firmicutes
IS	ISLsa1	Phylum	Proteobacteria;Firmicutes
IS	ISLsa2	Phylum	Firmicutes
IS	ISLse1	Phylum	Firmicutes
IS	ISLse2	Phylum	Firmicutes
IS	ISLse3	Phylum	Firmicutes
IS	ISLse4	Phylum	Firmicutes
